Timestamp,คุณเคยซื้ออาหารแมวและมีประสบการณ์เลี้ยงแมวในบ้านหรือไม่,"แมวมีความหมายอย่างไรต่อคุณ เช่น เป็นเหมือนลูกของเรา, เป็นเพื่อนคลายเหงา [พิมพ์ตามความรู้สึกได้เลย]",คุณเลี้ยงแมวพันธุ์ใด [โปรดพิมพ์ระบุ],ปัจจุบันคุณซื้ออาหารแมวสำเร็จรูปชนิดเม็ดแบรนด์ใด[โปรดพิมพ์ระบุ],คุณสมบัติของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [ใช้วัตถุดิบจากธรรมชาติ],คุณสมบัติของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [ใช้วัตถุดิบนำเข้าจากต่างประเทศ เช่น เนื้อปลาทูน่าจากญี่ปุ่น],"คุณสมบัติของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [รสชาติกลมกล่อมอร่อยถูกปากแมว เช่น เทไว้แล้วแมวกินหมดไม่เหลือ, หยิบถุงแล้วแมวรอกิน]","คุณสมบัติของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [เป็นผลิตภัณฑ์จากต่างประเทศ เช่น ญี่ปุ่น, อเมริกา]",คุณสมบัติของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [แบรนด์มีชื่อเสียงเป็นที่รู้จัก],บรรจุภัณฑ์ (packaging) มีผลต่อการตัดสินใจซื้อใจหรือไม่,สำหรับบรรจุภัณฑ์อาหารแมว คุณชอบภาพแบบใด,บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์ดูดีพรีเมียม],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์มีภาพแมว],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์มีภาพอาหารเม็ด รูปทรงของอาหารเม็ดจริงให้เห็น],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์มีภาพวัตถุดิบและส่วนผสมจริงให้เห็น],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์เป็นมิตรต่อสิ่งแวดล้อม],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [มีสัญลักษณ์สื่อถึงแหล่งผลิตหรือที่มา เช่น นำเข้าจากประเทศx],บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [มีสัญลักษณ์์สื่อถึงประโยชน์หรือฟังก์ชั่น เช่น ช่วยลดก้อนขน],"บรรจุภัณฑ์ของอาหารแมวสำเร็จรูปชนิดเม็ดที่ส่งผลต่อการตัดสินใจซื้อ [มีการการันตี เช่น ได้รับรางวัล, ยอดขายอันดับ 1]",เมื่อนึกถึงบรรจุภัณฑ์อาหารแมวที่โดดเด่นและสะดุดตา คุณคิดถึงแบรนด์ใดเป็นอันดับแรก เพราะอะไร [โปรดพิมพ์ชื่อแบรนด์และเหตุผล],ถ้าคุณสามารถเพิ่มอะไรก็ได้เข้าไปในบรรจุภัณฑ์ของอาหารแมว คุณอยากเติมอะไร [พิมพ์ตามใจได้เลย] ,Option 1 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 1 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 1 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 1 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 1 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 2 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 2 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 2 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 2 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 2 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 3 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 3 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 3 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 3 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 3 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 4 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 4 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 4 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 4 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 4 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 5 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 5 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 5 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 5 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 5 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 6 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 6 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 6 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 6 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 6 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 7 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกอยากซื้อสินค้า],Option 7 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 7 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 7 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 7 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้  [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 8 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกอยากซื้อสินค้า],Option 8 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 8 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 8 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 8 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 9 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกอยากซื้อสินค้า],Option 9 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 9 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 9 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 9 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],Option 10 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกอยากซื้อสินค้า],Option 10 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รูู้สึกโดดเด่นและแตกต่างจากแบรนด์อื่นๆ],Option 10 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าสินค้าพรีเมียม คุณภาพดี],Option 10 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกถึงรสชาติที่ดีกลมกล่อม แมวจะชอบทาน],Option 10 คุณคิดเห็นอย่างไรกับการออกแบบบรรจุภัณฑ์นี้ [รู้สึกว่าเป็นดีไซน์ที่เหมาะกับตัวฉัน],จากตัวเลือกทั้งหมด คุณชอบการออกแบบบรรจุภัณฑ์อาหารแมวสำเร็จรูปแบบใดมากที่สุด 3 อันดับแรก,อายุของคุณ,เพศของคุณ,สถานภาพสมรส
6/26/2024 14:12:09,ไม่เคย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2024 14:15:25,เคย,เพื่อน ลูก,จร,คิงส์แคทส์,มาก,ปานกลาง,มาก,ปานกลาง,ปานกลาง,มีผล,ได้ทั้งสองแบบ หากถูกใจ,ปานกลาง,ปานกลาง,มาก,มาก,มาก,ปานกลาง,มาก,มาก,King cat,,เฉยๆ,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,เฉยๆ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,เฉยๆ,"Option 3, Option 6, Option 8",30-39ปี,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 14:17:59,เคย,ลูก,เปอร์เซีย,Katival แบบเม็ด และ pramy แบบเปียก,มากที่สุด,มาก,มากที่สุด,มาก,มากที่สุด,ไม่มีผล,ได้ทั้งสองแบบ หากถูกใจ,มาก,น้อย,มากที่สุด,มากที่สุด,มากที่สุด,มากที่สุด,มากที่สุด,มากที่สุด,Pray,None ,เฉยๆ,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,เห็นด้วยที่สุด,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,ไม่เห็นด้วย,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เห็นด้วยที่สุด,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,"Option 3, Option 4, Option 10",20-29ปี,หญิง,แต่งงานแล้ว
6/26/2024 14:18:00,เคย,ความน่ารักใจฟู,ผสม British Shorthair + Scottish fold,King cat,น้อย,น้อย,มาก,น้อย,มาก,มีผล,ได้ทั้งสองแบบ หากถูกใจ,มาก,น้อย,มาก,น้อย,มาก,มาก,มากที่สุด,มากที่สุด,King cat เรียบหรู เข้าใจง่าย,อยากได้แบบกล่องจะได้เก็บได้ดีขึ้นนะ,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เฉยๆ,เฉยๆ,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,"Option 2, Option 9, Option 10",20-29ปี,หญิง,โสด ไม่มีแฟน
6/26/2024 14:30:57,เคย,สมาชิกในครอบครัว,พันธุ์ผสม (แมวจร),Projen,มากที่สุด,มาก,ปานกลาง,มากที่สุด,มากที่สุด,มีผล,ได้ทั้งสองแบบ หากถูกใจ,ปานกลาง,น้อย,มากที่สุด,มากที่สุด,มากที่สุด,มาก,มากที่สุด,มากที่สุด,Projen เพราะเห็นเลขอัตราส่วนผสมจากธรรมชาติชัดเจอ (ระบุเป็น %),ที่มาของวัตถุดิบ ความยั่งยืนของแหล่งที่มาของวัตถุดิบ,เฉยๆ,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,ไม่เห็นด้วย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,ไม่เห็นด้วยเลย,เฉยๆ,เฉยๆ,ไม่เห็นด้วยเลย,เห็นด้วย,ไม่เห็นด้วยเลย,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,ไม่เห็นด้วยเลย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,เฉยๆ,เห็นด้วย,เฉยๆ,เห็นด้วย,ไม่เห็นด้วยเลย,เห็นด้วย,เห็นด้วย,เฉยๆ,เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,"Option 7, Option 8, Option 10",20-29ปี,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 14:31:39,เคย,เป็นเหมือนลูก,British Shorthair และ Munchkin,"Cheershare, Projen",มากที่สุด,น้อย,มากที่สุด,น้อย,มากที่สุด,ไม่มีผล,ได้ทั้งสองแบบ หากถูกใจ,ปานกลาง,มากที่สุด,มากที่สุด,มากที่สุด,น้อยที่สุด,ปานกลาง,มากที่สุด,มากที่สุด,You-O เพราะสีโดดเด่น ติดภาพจำ เห็นบ่อย,สัญลักษณ์ ที่บอก Benefit ให้เข้าใจง่าย ชัดๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วย,เห็นด้วย,เห็นด้วยที่สุด,เฉยๆ,เห็นด้วย,เฉยๆ,เห็นด้วยที่สุด,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,"Option 3, Option 4, Option 6",20-29ปี,ชาย,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 14:34:09,เคย,ลูก,"British shorthair , ragdoll",King cat,มาก,น้อย,มากที่สุด,น้อย,มากที่สุด,มีผล,ได้ทั้งสองแบบ หากถูกใจ,มากที่สุด,น้อย,ปานกลาง,มาก,น้อย,ปานกลาง,มาก,มาก,King cat,,เฉยๆ,เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เห็นด้วยที่สุด,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,ไม่เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,"Option 3, Option 6, Option 7",20-29ปี,หญิง,แต่งงานแล้ว
6/26/2024 14:34:33,เคย,เป็นแมว น่ารัก อมหัว,แมวไทย,แบบชั่งกิโล,ปานกลาง,น้อย,มาก,น้อยที่สุด,มาก,มีผล,ได้ทั้งสองแบบ หากถูกใจ,ปานกลาง,มากที่สุด,มากที่สุด,มากที่สุด,น้อย,มาก,มากที่สุด,มาก,วิสกัส สีม่วงเด่น ทำการตลาดดี / MEO สีเหลือง หาซื้อในเซเว่นได้,สูตร ข้อดี ส่วนผสม เห็นชัด อ่านง่าย จบๆ ถ้ามีหลายสูตรก็อยากให้มีตารางเทียบว่าต่างกันยังไงไปเลย ยืนหน้าร้านนานๆ เหนื่อย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วย,เห็นด้วย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วย,เฉยๆ,เห็นด้วย,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,ไม่เห็นด้วยเลย,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,"Option 3, Option 4, Option 8",20-29ปี,หญิง,โสด ไม่มีแฟน
6/26/2024 16:18:59,เคย,Family member,"Thai, Persian, American Short Hair, Exotic Short Hair","King cat, Wills, S-mellow",มากที่สุด,น้อยที่สุด,ปานกลาง,น้อยที่สุด,ปานกลาง,ไม่มีผล,ได้ทั้งสองแบบ หากถูกใจ,น้อยที่สุด,น้อยที่สุด,มากที่สุด,น้อยที่สุด,มากที่สุด,มากที่สุด,มากที่สุด,มากที่สุด,เหมือนๆกัน ไม่มีแบรนด์ไหนเด่น,ไม่มี,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เฉยๆ,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,เห็นด้วยที่สุด,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,ไม่เห็นด้วยเลย,"Option 2, Option 3, Option 6",30-39ปี,หญิง,มีแฟนแต่ยังไม่แต่งงาน
6/26/2024 16:19:19,เคย,เจ้านาย,แมวไทย,You-o,ปานกลาง,ปานกลาง,มาก,ปานกลาง,มาก,มีผล,ได้ทั้งสองแบบ หากถูกใจ,มาก,มาก,มาก,มาก,ปานกลาง,มาก,มาก,ปานกลาง,You-o ชื่อแบรนชัด คำอธิบายประเพทแมวชัดเจน,Zip lock หรือ ช่องปิดบรรจุภัณ,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,เฉยๆ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เห็นด้วย,เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,ไม่เห็นด้วย,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,เฉยๆ,"Option 2, Option 3, Option 6",30-39ปี,ชาย,มีแฟนแต่ยังไม่แต่งงาน
